courseNumber,courseName,departmentName,credit,hours,campusName,avg_pjf,avg_yxl,avg_aplus,max_aplus,max_yxl,min_yxl,avg_xkrs,avg_jgl,min_jgl,teacherName,teachingPlace
0412180001,K/3 Cloud生产制造,管理学院,3.0,72,丽湖校区,,,,,,,,,,豆国威,"1-18周 星期四 第7-8节 西309,1-18周 星期四 第9-10节 东107"
0412260001,多专业综合仿真,管理学院,2.5,54,丽湖校区,,,,,,,,,,钱小虎,"1-18周 星期一 11-12节 东103,1-18周 星期一 13-13节 东103"
0412270001,演讲与沟通技巧,管理学院,2.0,54,丽湖校区,,,,,,,,,,张雪扬,1-18周 星期五 第3-5节 东202
0412300001,商业伦理与社会责任（全英）,管理学院,2.0,36,丽湖校区,90.67,8.33,2.0,2.0,8.33,8.33,24.0,100.0,100.0,王燕华,1-18周 星期三 第9-10节 北312
0105920001,古典诗词鉴赏方法,美学与文艺批评研究院,2.0,36,粤海校区,74.18,0.0,0.0,0.0,0.0,0.0,55.5,100.0,100.0,李健,1-18周 星期二 第11-12节 汇文楼H2-204
0401990073,王国维诗学思想研究,美学与文艺批评研究院,2.0,36,粤海校区,,,,,,,,,,史建成,1-18周 星期一 第11-12节 汇文楼H2-201
0412080001,中国新诗经典精读,美学与文艺批评研究院,2.0,36,粤海校区,89.36,9.09,5.0,5.0,9.09,9.09,55.0,100.0,100.0,李永胜,1-18周 星期二 第11-12节 汇文楼H2-303
0412120001,魏晋人物与文化,美学与文艺批评研究院,2.0,36,粤海校区,78.89500000000001,9.165,3.0,5.0,10.64,7.69,30.0,100.0,100.0,"朱海坤,朱海坤","1-18周 星期二 第11-12节 汇文楼H2-203
1-17周 星期一 第11-12节 南105"
2500230001,城市与文化,美学与文艺批评研究院,1.0,18,粤海校区,82.58,8.89,4.0,4.0,8.89,8.89,45.0,100.0,100.0,"李丹舟,李丹舟","1-9周 星期二 第11-12节 汇文楼H2-205
1-9周 星期三 第11-12节 南312"
0412050001,西方现代艺术史研究,艺术学部,2.0,36,粤海校区,76.2525,6.7125,2.25,5.0,8.62,4.35,30.75,100.0,100.0,刁毅飞,1-18周 星期二 第11-12节 艺术学院L7-715
0500010001,CIS设计,艺术学部,3.0,72,粤海校区,83.46000000000001,7.324999999999999,2.5,3.0,9.09,5.56,34.5,100.0,100.0,陈振旺,"9-17周 星期二 第1-4节 艺术学院L7-614,9-17周 星期四 第1-4节 艺术学院L7-614"
0500170001,编排设计,艺术学部,2.0,54,粤海校区,83.07,3.1925000000000003,1.25,3.0,8.33,0.0,21.0,100.0,100.0,吴诗川,"1-7周 星期三 第7-10节 艺术学院L7-614,1-7周 星期一 第7-10节 艺术学院L7-614"
0500180001,标志设计,艺术学部,2.0,54,粤海校区,87.53,8.955,3.0,3.0,9.09,8.82,33.5,100.0,100.0,张小华,"1-7周 星期三 第1-4节 艺术学院L7-725,1-7周 星期五 第1-4节 艺术学院L7-725"
0500190001,别墅设计,艺术学部,2.0,54,粤海校区,77.99000000000001,5.08,3.0,5.0,8.77,1.39,64.5,100.0,100.0,"回春,宋鸣笛","10-16周 星期二 第11-14节 艺术学院L7-415,10-16周 星期四 第11-14节 艺术学院L7-415
10-16周 星期二 第1-4节 艺术学院L7-415,10-16周 星期四 第1-4节 艺术学院L7-415"
0500300001,产品包装设计,艺术学部,2.0,54,粤海校区,84.215,13.185,5.0,6.0,19.35,7.02,44.0,100.0,100.0,彭燕凝,"1-7周 星期二 第7-10节 艺术学院L7-716,1-7周 星期四 第7-10节 艺术学院L7-716"
0500340001,产品设计（1）,艺术学部,3.0,72,粤海校区,84.65,9.35,3.0,4.0,10.0,8.7,31.5,100.0,100.0,黄伟,"9-17周 星期三 第7-10节 艺术学院L7-716,9-17周 星期一 第7-10节 艺术学院L7-716"
0500380001,产品设计（3）,艺术学部,3.0,72,粤海校区,80.66000000000001,3.65,1.3333333333333333,3.0,7.5,0.0,24.0,100.0,100.0,罗菁,"9-17周 星期一 第11-14节 艺术学院L7-718,9-17周 星期三 第11-14节 艺术学院L7-718"
0500430001,产品设计CAD,艺术学部,2.0,54,粤海校区,77.925,0.0,0.0,0.0,0.0,0.0,48.5,100.0,100.0,黎敏,"1-7周 星期二 第1-4节 未排地点,1-7周 星期四 第1-4节 艺术学院L7-613"
0500450001,产品设计方法论,艺术学部,2.0,54,粤海校区,85.06,8.885000000000002,4.5,5.0,9.3,8.47,51.0,100.0,100.0,黄伟,"1-7周 星期三 第7-10节 艺术学院L7-725,1-7周 星期五 第7-10节 艺术学院L7-725"
0500470003,产品展示设计,艺术学部,2.0,54,粤海校区,85.315,10.0,4.0,6.0,10.0,10.0,40.0,100.0,100.0,战捷,"10-16周 星期三 第1-4节 艺术学院L7-715,10-16周 星期五 第1-4节 艺术学院L7-715"
0500670001,动画场景设计,艺术学部,2.0,54,粤海校区,79.39,7.98,4.5,6.0,9.84,6.12,55.0,100.0,100.0,涂星,1-14周 星期五 第1-4节 艺术学院L7-720
0501050001,服装CAD,艺术学部,2.0,54,粤海校区,81.805,1.615,0.5,1.0,3.23,0.0,28.5,100.0,100.0,麦坚,"1-7周 星期三 第7-10节 艺术学院L7-512A,1-7周 星期一 第7-10节 艺术学院L7-512A"
0501140001,服装广告设计,艺术学部,2.0,54,粤海校区,82.595,10.1,3.0,4.0,11.11,9.09,31.0,100.0,100.0,杨晨啸,"10-16周 星期五 第7-10节 艺术学院L7-717,10-16周 星期三 第7-10节 艺术学院L7-717"
0501510001,服装专业摄影,艺术学部,2.0,54,粤海校区,80.09333333333333,4.5,2.6666666666666665,5.0,8.33,0.0,60.66666666666666,100.0,100.0,王晓鸣,"10-16周 星期二 第1-4节 艺术学院L7-517,10-16周 星期四 第7-10节 艺术学院L7-517"
0501650002,公共艺术赏析,艺术学部,2.0,36,粤海校区,78.16499999999999,0.0,0.0,0.0,0.0,0.0,62.0,100.0,100.0,高海英,1-9周 星期四 第7-10节 艺术学院L7-717
0501990014,交互设计（2）,艺术学部,2.0,54,粤海校区,87.15,10.0,2.0,2.0,10.0,10.0,20.0,100.0,100.0,洪吴迪,"10-16周 星期二 第7-10节 艺术学院L7-718,10-16周 星期四 第7-10节 艺术学院L7-718"
0501990018,传媒音乐设计与编辑,艺术学部,1.5,36,粤海校区,,,,,,,,,,朱依依,1-18周 星期三 第3-4节 师院A504
0501990027,对位法（1）,艺术学部,2.0,36,粤海校区,83.53,6.67,1.0,1.0,6.67,6.67,15.0,100.0,100.0,孙薇,1-18周 星期五 第7-8节 师院B(M02)
0501990030,音乐分析与创作（1）,艺术学部,2.0,36,粤海校区,,,,,,,,,,杨婷,1-18周 星期三 第1-2节 师院B(M02)
0501990048,空间特征与构成要素,艺术学部,3.0,72,粤海校区,,,,,,,,,,"吴坚旭,潘梦露,周举,齐驸,周月麟,鲍菡","1-9周 星期五 第1-4节 艺术学院L7-719,1-9周 星期三 第1-4节 艺术学院L7-719
10-18周 星期三 第1-4节 艺术学院L7-719,10-18周 星期五 第1-4节 艺术学院L7-719
1-9周 星期二 第1-4节 艺术学院L7-719,1-9周 星期四 第1-4节 艺术学院L7-719
1-9周 星期三 第7-10节 艺术学院L7-719,1-9周 星期五 第7-10节 艺术学院L7-719
10-18周 星期二 第1-4节 艺术学院L7-719,10-18周 星期四 第1-4节 艺术学院L7-719
10-18周 星期三 第1-4节 艺术学院L7-714,10-18周 星期五 第1-4节 艺术学院L7-714"
0501990070,钢琴基础与教学（2）,艺术学部,1.0,36,粤海校区,,,,,,,,,,郝鹤,1-18周 星期五 第3-4节 师院B304
0501990094,影视视听语言解读,艺术学部,3.0,54,粤海校区,,,,,,,,,,于歌子,1-18周 星期二 第3-5节 师院A509
0501990113,形体训练（流行舞蹈）（1）,艺术学部,1.5,36,粤海校区,,,,,,,,,,"衡刚,衡刚","1-18周 星期五 第7-8节 金钟舞蹈室
1-18周 星期五 第5-6节 金钟舞蹈室"
0501990117,播音语言表达,艺术学部,5.0,108,粤海校区,,,,,,,,,,"陈昕瑜,王晓航,张庆","1-18周 星期三 1-4节 致理楼L1-208,1-18周 星期三 7-8节 传播学院L7-610
1-18周 星期二 第1-4节 传播学院L7-610,1-18周 星期二 第7-8节 传播学院L7-610
1-18周 星期四 第7-8节 传播学院L7-405,1-18周 星期四 第9-12节 传播学院L7-610"
0501990130,形体训练（2）,艺术学部,1.5,36,粤海校区,,,,,,,,,,"陈丽文,陈丽文","1-18周 星期五 第1-2节 师院B102
1-18周 星期五 第3-4节 师院B102"
0501990167,录音与扩音技术（1）,艺术学部,2.0,36,粤海校区,,,,,,,,,,"尚晖,尚晖","1-18周 星期一 第13-14节 师院B(M04)
1-18周 星期四 第13-14节 师院B(M04)"
0501990176,声乐基础与教学（2）,艺术学部,1.0,36,粤海校区,,,,,,,,,,宋瑛,1-18周 星期三 第11-12节 师院B(M01)
0501990180,钢琴基础（2）,艺术学部,1.5,36,粤海校区,,,,,,,,,,"董欣欣,姜楚娟","1-18周 星期五 第1-2节 金钟电钢琴室
1-18周 星期四 第11-12节 师院B304"
0501990196,拉班/芭特尼芙动作分析,艺术学部,2.0,36,粤海校区,,,,,,,,,,"李琼,李琼","1-18周 星期四 第3-4节 师院B(D04)
1-18周 星期四 第7-8节 师院B(D02)"
0501990204,作曲基础理论(2),艺术学部,2.0,36,粤海校区,,,,,,,,,,蔡建纯,1-18周 星期三 第1-2节 师院B305
0501990212,艺术审美与写作,艺术学部,2.0,36,粤海校区,,,,,,,,,,"刘卓扬,黄永健,齐驸,刘卓扬,邹卫","1-9周 星期三 第7-10节 艺术学院L7-714
1-9周 星期四 第7-10节 致理楼L3-304
1-9周 星期四 第7-10节 艺术学院L7-719
10-18周 星期五 第1-4节 艺术学院L7-716
10-18周 星期四 第7-10节 艺术学院L7-719"
0501990215,舞蹈编导基础理论与技法,艺术学部,2.0,36,粤海校区,,,,,,,,,,张月龙,1-18周 星期二 第1-2节 师院A305
0501990256,舞台发声（2）,艺术学部,3.0,72,粤海校区,,,,,,,,,,"许静,张春丽,黄嘉莉","1-18周 星期四 第2-5节 师院B110
1-18周 星期四 第7-10节 师院B110"
0501990262,和声学（2）,艺术学部,2.0,36,粤海校区,,,,,,,,,,孙薇,1-18周 星期五 第3-4节 师院B(M02)
0501990265,舞台表演,艺术学部,1.5,36,粤海校区,,,,,,,,,,许静,1-18周 星期三 第9-10节 师院音乐厅
0501990268,经典戏剧影视佳作赏析,艺术学部,2.5,54,粤海校区,,,,,,,,,,"李凌波,李凌波","1-18周 星期三 第3-5节 师院A503
1-18周 星期三 第7-9节 师院A503"
0501990269,声乐训练（2）,艺术学部,1.5,36,粤海校区,,,,,,,,,,"孟龙,孟龙","1-18周 星期五 第3-4节 师院B(M01)
1-18周 星期五 第1-2节 师院B(M01)"
0501990275,心理剧,艺术学部,3.0,72,粤海校区,,,,,,,,,,王维斌,1-18周 星期五 第7-10节 师院B105
0501990285,互联网设计概览,艺术学部,1.0,18,粤海校区,,,,,,,,,,贺沁洋,1-5周 星期二 第11-14节 艺术学院L7-716
0501990286,体验设计,艺术学部,2.0,54,粤海校区,,,,,,,,,,黄以然,5-18周 星期一 第11-14节 艺术学院L7-716
0501990287,用户研究（1）,艺术学部,2.0,36,粤海校区,,,,,,,,,,王昕,1-9周 星期四 第11-14节 艺术学院L7-716
0501990288,艺术与科技,艺术学部,2.0,54,粤海校区,,,,,,,,,,杨晨啸,4-14周 星期六 第6-10节 艺术学院L7-715
0502220002,景观设计原理,艺术学部,3.0,72,粤海校区,78.08500000000001,1.315,0.5,1.0,2.63,0.0,37.0,100.0,100.0,许慧,"1-9周 星期四 1-4节 艺术学院L7-614b,1-9周 星期二 1-4节 艺术学院L7-614b"
0502280001,居住空间设计,艺术学部,2.0,54,粤海校区,84.59,8.255,3.0,3.0,8.82,7.69,36.5,100.0,100.0,李逸斐,"1-7周 星期三 7-10节 艺术学院L7-614b,1-7周 星期五 7-10节 艺术学院L7-614b"
0502390002,服装流行趋势,艺术学部,2.0,54,粤海校区,84.26,8.045,5.5,7.0,10.29,5.8,68.5,100.0,100.0,"莫艳,陈晓穗","1-7周 星期二 第7-10节 艺术学院L7-718,1-7周 星期四 第7-10节 艺术学院L7-718
10-16周 星期一 第7-10节 艺术学院L7-718,10-16周 星期三 第7-10节 艺术学院L7-718"
0502560002,模型制作,艺术学部,3.0,72,粤海校区,78.64333333333333,0.7766666666666667,0.3333333333333333,1.0,2.33,0.0,34.666666666666664,100.0,100.0,黎敏,"1-9周 星期一 第1-4节 艺术学院L7-414,1-9周 星期三 第1-4节 艺术学院L7-414"
0502720002,人体工学,艺术学部,2.0,36,粤海校区,83.045,9.28,6.5,7.0,9.86,8.7,70.0,100.0,100.0,巢晃,1-9周 星期五 第7-10节 艺术学院L7-717
0502720003,人体工学与环境设计,艺术学部,2.0,54,粤海校区,80.44,8.895,6.0,7.0,8.93,8.86,67.5,100.0,100.0,"李阳,李阳","10-16周 星期二 第1-4节 艺术学院L7-512A,10-16周 星期四 第1-4节 艺术学院L7-512A
10-16周 星期三 第1-4节 艺术学院L7-512A,10-16周 星期五 第1-4节 艺术学院L7-512A"
0503310001,视听语言,艺术学部,2.0,36,粤海校区,75.6,8.955,4.5,6.0,9.09,8.82,50.5,100.0,100.0,吴浚,1-9周 星期五 第1-4节 艺术学院L7-517
0503410001,室内设计原理,艺术学部,3.0,72,粤海校区,78.006,1.764,0.6,3.0,8.82,0.0,29.6,100.0,100.0,宋鸣笛,"1-9周 星期三 1-4节 艺术学院L7-614b,1-9周 星期五 1-4节 艺术学院L7-614b"
0503450003,出版物设计,艺术学部,3.0,72,粤海校区,81.70666666666666,1.96,0.6666666666666666,2.0,5.88,0.0,25.0,100.0,100.0,高海英,"1-9周 星期三 第7-10节 艺术学院L7-613,1-9周 星期五 第7-10节 艺术学院L7-613"
0503450004,书籍设计,艺术学部,2.0,54,粤海校区,83.52000000000001,9.165,3.5,4.0,9.76,8.57,38.0,100.0,100.0,吴诗川,"10-16周 星期三 第7-10节 艺术学院L7-614,10-16周 星期五 第7-10节 艺术学院L7-614"
0503640002,图形创意,艺术学部,2.0,54,粤海校区,81.596,7.108,2.6,4.0,10.0,3.13,36.6,100.0,100.0,刘卓扬,"1-7周 星期二 第1-4节 艺术学院L7-614,1-7周 星期四 第1-4节 艺术学院L7-614"
0503690001,外国美术名作赏析,艺术学部,2.0,36,粤海校区,79.63499999999999,6.745,2.5,3.0,6.82,6.67,37.0,100.0,100.0,付蓉,9-17周 星期三 第7-10节 艺术学院L7-715
0503850001,艺术概论,艺术学部,3.0,54,粤海校区,82.36,3.03,1.3333333333333333,4.0,9.09,0.0,24.33333333333333,100.0,100.0,文婷婷,1-14周 星期二 第7-10节 艺术学院L7-417
0503880001,艺术设计专业英语,艺术学部,2.0,54,粤海校区,77.955,9.235,4.5,6.0,9.38,9.09,48.5,100.0,100.0,李逸斐,"1-7周 星期二 第1-4节 艺术学院L7-717,1-7周 星期四 第1-4节 艺术学院L7-717"
0503900001,艺用视觉心理学,艺术学部,2.0,36,粤海校区,87.255,1.22,0.5,1.0,2.44,0.0,35.5,100.0,100.0,崔育斌,1-18周 星期四 第7-8节 艺术学院L7-720
0503990001,展示空间设计,艺术学部,3.0,72,粤海校区,77.38666666666667,2.9,0.6666666666666666,2.0,8.7,0.0,20.666666666666668,100.0,100.0,巫濛,"9-17周 星期一 第1-4节 艺术学院L7-722,9-17周 星期三 第1-4节 艺术学院L7-722"
0504000002,展示设计,艺术学部,2.0,54,粤海校区,84.35,8.295,2.5,3.0,8.7,7.89,30.5,100.0,100.0,廖波峰,"10-16周 星期三 第7-10节 艺术学院L7-725,10-16周 星期五 第7-10节 艺术学院L7-725"
0504090001,中国传统工艺欣赏,艺术学部,2.0,36,粤海校区,83.48,1.67,1.0,1.0,1.67,1.67,60.0,100.0,100.0,车海峰,1-9周 星期二 第7-10节 艺术学院L7-717
0504130001,中国画,艺术学部,2.0,36,粤海校区,,,,,,,,,,吴坚旭,1-9周 星期一 第1-4节 艺术学院L7-719
0504250001,专题设计（1）,艺术学部,2.0,54,粤海校区,82.91,6.665,3.0,4.0,10.0,3.33,50.0,100.0,100.0,战捷,"10-16周 星期二 第7-10节 艺术学院L7-714,10-16周 星期四 第7-10节 艺术学院L7-714"
0504310001,字体设计,艺术学部,3.0,72,粤海校区,81.95,7.756666666666667,3.0,5.0,13.51,0.0,26.666666666666668,100.0,100.0,陈振旺,"1-9周 星期一 第1-4节 艺术学院L7-720,1-9周 星期三 第1-4节 艺术学院L7-720"
0504340001,当代艺术与架上绘画,艺术学部,2.0,36,粤海校区,81.25,3.17,2.0,2.0,3.17,3.17,63.0,100.0,100.0,邹卫,9-17周 星期一 第7-10节 艺术学院L7-715
0504360002,服饰消费心理学,艺术学部,2.0,54,粤海校区,83.725,4.35,3.0,6.0,8.7,0.0,71.0,100.0,100.0,巢晃,"10-16周 星期二 第7-10节 艺术学院L7-717,10-16周 星期四 第7-10节 艺术学院L7-717"
0504420001,品牌整合设计,艺术学部,2.0,54,粤海校区,82.9675,3.4625000000000004,2.5,6.0,8.22,0.0,38.5,100.0,100.0,余晓宝,"1-14周 星期三 第1-4节 艺术学院L7-417
10-16周 星期三 第1-4节 艺术学院L7-718,10-16周 星期五 第1-4节 艺术学院L7-718"
0504540001,产品策划,艺术学部,2.0,54,粤海校区,86.37,8.7,4.0,4.0,8.7,8.7,46.0,100.0,100.0,洪吴迪,"10-16周 星期四 第1-4节 艺术学院L7-715,10-16周 星期二 第1-4节 艺术学院L7-715"
0504550001,产品设计色彩计划,艺术学部,2.0,54,粤海校区,83.17,5.73,2.0,2.0,7.69,3.77,39.5,100.0,100.0,彭燕凝,"1-7周 星期一 第7-10节 艺术学院L7-716,1-7周 星期三 第7-10节 艺术学院L7-716"
0504590001,服装表演与策划,艺术学部,2.0,54,粤海校区,82.495,3.785,1.0,2.0,8.0,0.0,14.5,100.0,100.0,王阳,"1-7周 星期一 第1-4节 艺术学院L7-714,1-7周 星期四 第1-4节 艺术学院L7-714"
0504610001,服装市场学,艺术学部,2.0,54,粤海校区,84.64,8.815000000000001,3.5,4.0,9.3,8.33,39.5,100.0,100.0,莫艳,"10-16周 星期五 第7-10节 艺术学院L7-718,10-16周 星期二 第1-4节 艺术学院L7-718"
0504630001,服装展示与陈列,艺术学部,3.0,72,粤海校区,82.3475,2.6775,0.75,3.0,10.71,0.0,15.75,100.0,100.0,王阳,"9-17周 星期四 第1-4节 艺术学院L7-724,9-17周 星期一 第1-4节 艺术学院L7-724"
0504640001,广场景观设计,艺术学部,3.0,72,粤海校区,72.81,5.0425,1.25,3.0,14.29,0.0,14.75,100.0,100.0,梁仕然,"1-9周 星期二 第7-10节 艺术学院L7-720,1-9周 星期五 第7-10节 艺术学院L7-720"
0504720001,整合营销传播,艺术学部,2.0,54,粤海校区,81.1275,6.91,2.25,4.0,9.52,0.0,25.5,100.0,100.0,张牧,1-14周 星期一 第1-4节 艺术学院L7-718
0504730001,服装营销学,艺术学部,3.0,72,粤海校区,82.3275,3.785,1.0,2.0,8.0,0.0,14.5,100.0,100.0,苏芷庭,"1-9周 星期二 第7-10节 艺术学院L7-714,1-9周 星期四 第7-10节 艺术学院L7-714"
0504800001,文化品牌营销,艺术学部,3.0,54,粤海校区,81.8625,3.4325,1.0,3.0,9.38,0.0,15.5,100.0,100.0,张牧,1-14周 星期二 第1-4节 艺术学院L7-417
0504840001,专题设计（3）,艺术学部,2.0,54,粤海校区,82.13,8.23,3.5,5.0,8.77,7.69,41.5,100.0,100.0,王方良,"1-7周 星期三 第1-4节 艺术学院L7-724,1-7周 星期五 第1-4节 艺术学院L7-724"
0504940001,艺术与生活,艺术学部,2.0,36,粤海校区,78.444,19.694,14.2,28.0,49.12,9.64,78.6,100.0,100.0,侯佳彤,"6周,10周,14周 星期日 第11-14节 艺术学院L7-717"
0505110001,视觉传达设计方法论,艺术学部,2.0,54,粤海校区,84.19,9.95,3.5,4.0,10.81,9.09,35.0,100.0,100.0,贺沁洋,"10-16周 星期二 第7-10节 艺术学院L7-716,10-16周 星期四 第7-10节 艺术学院L7-716"
0505220001,欧洲当代艺术赏析,艺术学部,2.0,36,粤海校区,77.745,0.665,0.5,1.0,1.33,0.0,64.0,100.0,100.0,潘梦露,1-18周 星期三 第11-12节 艺术学院L7-715
0505230001,三维基础,艺术学部,3.0,72,粤海校区,78.56333333333333,4.523333333333333,2.6666666666666665,4.0,7.69,0.0,40.333333333333336,100.0,100.0,李晓峰,"1-9周 星期二 第7-10节 艺术学院L7-518,1-9周 星期五 第7-10节 未排地点"
0505380002,故事板设计,艺术学部,2.0,36,粤海校区,81.36,5.565,3.0,4.0,8.0,3.13,57.0,100.0,100.0,吴浚,9-17周 星期二 第1-4节 艺术学院L7-613
0505430001,数字合成,艺术学部,2.0,54,粤海校区,79.68333333333334,3.203333333333333,2.0,3.0,5.26,0.0,42.333333333333336,100.0,100.0,徐海川,"1-9周 星期一 第1-3节 艺术学院L7-518,1-9周 星期三 第1-3节 艺术学院L7-518"
0505500001,现代设计史,艺术学部,2.0,36,粤海校区,78.178,6.254,2.8,4.0,7.89,3.75,47.4,100.0,100.0,余晓宝,1-9周 星期四 第1-4节 艺术学院L7-417
0505630001,服装电子商务,艺术学部,2.0,54,粤海校区,82.3,4.545,1.5,3.0,9.09,0.0,37.5,100.0,100.0,杨晨啸,"1-7周 星期三 第1-4节 艺术学院L7-723,1-7周 星期一 第1-4节 艺术学院L7-723"
0505640001,滨水区景观设计,艺术学部,2.0,54,粤海校区,76.16,1.39,0.5,1.0,2.78,0.0,29.5,100.0,100.0,巫濛,"10-16周 星期二 7-10节 艺术学院L7-614b,10-16周 星期五 7-10节 艺术学院L7-614b"
0505680001,建筑小环境设计,艺术学部,2.0,54,粤海校区,79.28999999999999,0.0,0.0,0.0,0.0,0.0,56.5,100.0,100.0,"巫濛,宋红阳","1-7周 星期一 第1-4节 艺术学院L7-722,1-7周 星期三 第1-4节 艺术学院L7-722
10-16周 星期二 第11-14节 艺术学院L7-718,10-16周 星期四 第11-14节 艺术学院L7-718"
0505690002,剧本创意设计,艺术学部,2.0,54,粤海校区,82.34333333333333,4.92,2.6666666666666665,5.0,10.0,0.0,38.0,100.0,100.0,李瑛晖,"1-7周 星期一 第1-4节 艺术学院L7-613,1-7周 星期三 第1-4节 艺术学院L7-613"
0505700001,影视媒体综合实践,艺术学部,2.0,54,粤海校区,79.61333333333333,0.0,0.0,0.0,0.0,0.0,36.66666666666666,100.0,100.0,姚哲男,1-14周 星期二 第7-10节 艺术学院L7-517
0505730001,设计思维与表现,艺术学部,2.0,54,粤海校区,81.62,2.825,8.25,19.0,6.35,0.0,148.25,100.0,100.0,"王晓鸣,巫濛,罗莹,钟秦阳子,钟秦阳子,黄以然","1-7周 星期二 第1-4节 艺术学院L7-517,1-7周 星期四 第7-10节 艺术学院L7-517
1-7周 星期二 1-4节 艺术学院L7-715,1-7周 星期四 1-4节 艺术学院L7-715
1-7周 星期三 第1-4节 艺术学院L7-714,1-7周 星期五 第1-4节 艺术学院L7-714
10-16周 星期三 第1-4节 艺术学院L7-724,10-16周 星期五 第1-4节 艺术学院L7-724
1-7周 星期三 第7-10节 艺术学院L7-724,1-7周 星期五 第7-10节 艺术学院L7-724
1-7周 星期二 第1-4节 艺术学院L7-724,1-7周 星期四 第1-4节 艺术学院L7-724"
0505750002,视觉传达与媒介表现,艺术学部,2.0,54,粤海校区,82.16499999999999,6.324999999999999,2.5,4.0,9.52,3.13,37.0,100.0,100.0,刘卓扬,"10-16周 星期四 第1-4节 艺术学院L7-716,10-16周 星期二 第1-4节 艺术学院L7-716"
0505780001,数字剪辑,艺术学部,2.0,54,粤海校区,80.58,2.6633333333333336,1.6666666666666667,3.0,4.48,0.0,41.66666666666666,100.0,100.0,王晓鸣,1-14周 星期四 第11-14节 艺术学院L7-517
0505830001,插画,艺术学部,2.0,36,粤海校区,80.13,1.25,1.0,1.0,1.25,1.25,80.0,100.0,100.0,潘梦露,1-9周 星期四 第11-14节 艺术学院L7-717
0505960001,家纺用品设计,艺术学部,2.0,54,粤海校区,84.425,8.01,2.0,2.0,8.33,7.69,25.0,100.0,100.0,戴耕,"1-7周 星期三 第7-10节 艺术学院L7-717,1-7周 星期一 第7-10节 艺术学院L7-717"
0506190002,角色造型设计,艺术学部,2.0,36,粤海校区,78.935,5.77,2.5,4.0,7.84,3.7,39.0,100.0,100.0,李冰,1-9周 星期四 第1-4节 艺术学院L7-720
0506260001,影视特效,艺术学部,2.0,54,粤海校区,81.215,3.79,2.0,2.0,4.55,3.03,55.0,100.0,100.0,徐海川,"9-17周 星期二 第1-3节 艺术学院L7-518,9-17周 星期四 第1-3节 未排地点"
0506270001,数字音效,艺术学部,2.0,36,粤海校区,78.58500000000001,0.0,0.0,0.0,0.0,0.0,62.5,100.0,100.0,姚哲男,1-9周 星期三 第7-10节 艺术学院L7-720
0506400001,文化创意产业管理,艺术学部,2.0,54,粤海校区,80.61,3.1,1.3333333333333333,4.0,9.3,0.0,23.0,100.0,100.0,付蓉,4-17周 星期四 第7-10节 艺术学院L7-715
0506530001,互动媒体设计基础,艺术学部,2.0,54,粤海校区,80.32,5.503333333333333,3.0,5.0,8.7,0.0,37.0,100.0,100.0,李晓峰,"10-16周 星期二 第7-10节 艺术学院L7-613,10-16周 星期五 第7-10节 艺术学院L7-613"
0506630001,会展项目策划,艺术学部,2.0,36,粤海校区,85.59,9.38,3.0,3.0,9.38,9.38,32.0,100.0,100.0,韩晗,1-9周 星期一 第7-10节 艺术学院L7-417
0506700001,新媒体项目策划,艺术学部,2.0,54,粤海校区,83.50999999999999,6.945,1.5,2.0,8.33,5.56,21.0,100.0,100.0,张牧,1-14周 星期五 第1-4节 艺术学院L7-417
0506720001,服装品牌概论,艺术学部,2.0,36,粤海校区,83.36,9.04,3.5,4.0,9.38,8.7,39.0,100.0,100.0,齐冀,1-9周 星期四 第1-4节 艺术学院L7-725
0506740002,创意策划与专业英语,艺术学部,2.0,36,粤海校区,87.67,7.41,2.0,2.0,7.41,7.41,27.0,100.0,100.0,王远,9-17周 星期二 第7-10节 艺术学院L7-722
0506820001,数字媒体叙事,艺术学部,2.0,54,粤海校区,77.81666666666666,1.4800000000000002,0.6666666666666666,2.0,4.44,0.0,27.33333333333333,100.0,100.0,高飞,"9-17周 星期一 第7-9节 艺术学院L7-517,9-17周 星期三 第7-9节 艺术学院L7-517"
0506950001,专业论文写作,艺术学部,2.0,36,粤海校区,80.4,0.0,0.0,0.0,0.0,0.0,63.0,100.0,100.0,麦坚,9-17周 星期一 第7-10节 艺术学院L7-717
0506990001,服装设计（二）,艺术学部,2.0,54,粤海校区,80.66,4.793333333333333,1.6666666666666667,4.0,10.53,0.0,21.666666666666668,100.0,100.0,张立川,"1-7周 星期五 第1-4节 艺术学院L7-716,1-7周 星期三 第1-4节 艺术学院L7-716"
0507000001,服装结构与工艺（二）,艺术学部,3.0,72,粤海校区,80.69333333333333,3.7066666666666666,1.3333333333333333,3.0,7.89,0.0,23.666666666666668,100.0,100.0,赵远方,"9-17周 星期二 第1-4节 艺术学院L7-112A,9-17周 星期四 第1-4节 艺术学院L7-112A"
0507030001,服装设计企划,艺术学部,3.0,72,粤海校区,82.056,5.152,1.6,5.0,16.67,0.0,14.2,100.0,100.0,齐冀,"9-17周 星期三 第1-4节 艺术学院L7-716,9-17周 星期一 第1-4节 艺术学院L7-716"
0507040001,服装结构与工艺（四）,艺术学部,2.0,54,粤海校区,80.97,2.0825,0.75,3.0,8.33,0.0,18.5,100.0,100.0,赵远方,"1-7周 星期二 第1-4节 艺术学院L7-112A,1-7周 星期四 第1-4节 艺术学院L7-112A"
